year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2030,United Arab Emirates,AE,IT support & operations,Technology,Entry,0.74334,0.27608,0.02343,-0.25265,74.73499,-0.03844,-0.08537
2026,Australia,AU,IT support & operations,Technology,Entry,0.18674,0.06665,0.00251,-0.06415,93.58521,-0.03194,-0.08821
2027,Australia,AU,IT support & operations,Technology,Entry,0.32645,0.11652,0.00502,-0.1115,88.84967,-0.0506,-0.1353
2028,Australia,AU,IT support & operations,Technology,Entry,0.49683,0.17733,0.00927,-0.16806,83.19381,-0.06366,-0.1616
2029,Australia,AU,IT support & operations,Technology,Entry,0.65308,0.23311,0.01518,-0.21793,78.20694,-0.05994,-0.14248
2030,Australia,AU,IT support & operations,Technology,Entry,0.7631,0.27238,0.02143,-0.25094,74.9056,-0.04221,-0.09432
2026,Germany,DE,IT support & operations,Technology,Entry,0.18062,0.05161,0.00234,-0.04926,95.07375,-0.02303,-0.06403
2027,Germany,DE,IT support & operations,Technology,Entry,0.30566,0.08733,0.00444,-0.08289,91.71091,-0.03537,-0.09608
2028,Germany,DE,IT support & operations,Technology,Entry,0.46101,0.13172,0.00787,-0.12385,87.61541,-0.04466,-0.11701
2029,Germany,DE,IT support & operations,Technology,Entry,0.61255,0.17502,0.01262,-0.1624,83.76017,-0.044,-0.11015
2030,Germany,DE,IT support & operations,Technology,Entry,0.72923,0.20835,0.01786,-0.1905,80.95029,-0.03355,-0.08028
2026,Japan,JP,IT support & operations,Technology,Entry,0.16856,0.04468,0.00191,-0.04277,95.72322,-0.02008,-0.05605
2027,Japan,JP,IT support & operations,Technology,Entry,0.28811,0.07637,0.00364,-0.07273,92.72748,-0.0313,-0.08559
2028,Japan,JP,IT support & operations,Technology,Entry,0.44,0.11663,0.00651,-0.11012,88.98802,-0.04033,-0.10684
2029,Japan,JP,IT support & operations,Technology,Entry,0.59189,0.1569,0.01056,-0.14634,85.36622,-0.0407,-0.10348
2030,Japan,JP,IT support & operations,Technology,Entry,0.71144,0.18859,0.01513,-0.17345,82.65489,-0.03176,-0.07747
2026,India,IN,IT support & operations,Technology,Entry,0.12095,0.05166,0.00169,-0.04997,95.00288,-0.02582,-0.07193
2027,India,IN,IT support & operations,Technology,Entry,0.22322,0.09534,0.00351,-0.09183,90.81681,-0.04406,-0.1196
2028,India,IN,IT support & operations,Technology,Entry,0.36,0.15376,0.00681,-0.14695,85.30507,-0.06069,-0.15748
2029,India,IN,IT support & operations,Technology,Entry,0.49678,0.21218,0.01181,-0.20037,79.96274,-0.06263,-0.15264
2030,India,IN,IT support & operations,Technology,Entry,0.59905,0.25586,0.01762,-0.23825,76.17544,-0.04736,-0.10821
2026,France,FR,IT support & operations,Technology,Entry,0.16451,0.0485,0.00204,-0.04645,95.35455,-0.02147,-0.05978
2027,France,FR,IT support & operations,Technology,Entry,0.2785,0.0821,0.00382,-0.07828,92.17224,-0.03337,-0.09092
2028,France,FR,IT support & operations,Technology,Entry,0.42461,0.12517,0.00674,-0.11843,88.15734,-0.04356,-0.11471
2029,France,FR,IT support & operations,Technology,Entry,0.57419,0.16926,0.01087,-0.1584,84.16025,-0.04534,-0.1142
2030,France,FR,IT support & operations,Technology,Entry,0.69594,0.20515,0.01561,-0.18955,81.04543,-0.03701,-0.08899
2026,Brazil,BR,IT support & operations,Technology,Entry,0.09137,0.0346,0.00115,-0.03345,96.65544,-0.016,-0.04489
2027,Brazil,BR,IT support & operations,Technology,Entry,0.16352,0.06192,0.00221,-0.05971,94.02934,-0.02717,-0.07503
2028,Brazil,BR,IT support & operations,Technology,Entry,0.26903,0.10187,0.00408,-0.09779,90.22119,-0.0405,-0.1088
2029,Brazil,BR,IT support & operations,Technology,Entry,0.39586,0.14989,0.00703,-0.14287,85.71347,-0.04996,-0.12879
2030,Brazil,BR,IT support & operations,Technology,Entry,0.51686,0.19571,0.01096,-0.18475,81.52499,-0.04887,-0.11967
2026,Nigeria,NG,IT support & operations,Technology,Entry,0.0536,0.02504,0.00067,-0.02438,97.56228,-0.01123,-0.03167
2027,Nigeria,NG,IT support & operations,Technology,Entry,0.09502,0.0444,0.00124,-0.04316,95.68364,-0.01926,-0.05368
2028,Nigeria,NG,IT support & operations,Technology,Entry,0.1593,0.07443,0.00223,-0.0722,92.78009,-0.03035,-0.08296
2029,Nigeria,NG,IT support & operations,Technology,Entry,0.24627,0.11507,0.00386,-0.1112,88.87957,-0.04204,-0.11144
2030,Nigeria,NG,IT support & operations,Technology,Entry,0.34443,0.16093,0.00624,-0.15469,84.5306,-0.04893,-0.12426
2026,United States,US,IT support & operations,Technology,Junior,0.31272,0.06618,0.00776,-0.05841,94.15855,-0.02783,-0.11232
2027,United States,US,IT support & operations,Technology,Junior,0.50443,0.10675,0.01558,-0.09117,90.88298,-0.03479,-0.13648
2028,United States,US,IT support & operations,Technology,Junior,0.68352,0.14465,0.02734,-0.11731,88.26875,-0.02876,-0.10893
2029,United States,US,IT support & operations,Technology,Junior,0.80581,0.17053,0.04036,-0.13017,86.98285,-0.01457,-0.05358
2030,United States,US,IT support & operations,Technology,Junior,0.87252,0.18465,0.05067,-0.13398,86.60232,-0.00437,-0.01586
2026,Singapore,SG,IT support & operations,Technology,Junior,0.2925,0.06409,0.00633,-0.05776,94.22404,-0.02948,-0.11925
2027,Singapore,SG,IT support & operations,Technology,Junior,0.49636,0.10875,0.01352,-0.09523,90.47669,-0.03977,-0.15614
2028,Singapore,SG,IT support & operations,Technology,Junior,0.69263,0.15176,0.02514,-0.12661,87.33869,-0.03468,-0.13075
2029,Singapore,SG,IT support & operations,Technology,Junior,0.82532,0.18083,0.03865,-0.14217,85.78276,-0.01781,-0.06483
2030,Singapore,SG,IT support & operations,Technology,Junior,0.89503,0.1961,0.04946,-0.14664,85.33613,-0.00521,-0.01861
2026,United Kingdom,UK,IT support & operations,Technology,Junior,0.22387,0.04312,0.00477,-0.03835,96.16465,-0.01857,-0.07581
2027,United Kingdom,UK,IT support & operations,Technology,Junior,0.38281,0.07374,0.00956,-0.06417,93.58253,-0.02685,-0.10759
2028,United Kingdom,UK,IT support & operations,Technology,Junior,0.56215,0.10828,0.01744,-0.09084,90.91638,-0.02849,-0.11109
2029,United Kingdom,UK,IT support & operations,Technology,Junior,0.71203,0.13715,0.0277,-0.10944,89.05557,-0.02047,-0.07753
2030,United Kingdom,UK,IT support & operations,Technology,Junior,0.80894,0.15581,0.03766,-0.11816,88.18431,-0.00978,-0.0363
2026,Canada,CA,IT support & operations,Technology,Junior,0.20074,0.04134,0.00422,-0.03711,96.28876,-0.01794,-0.07328
2027,Canada,CA,IT support & operations,Technology,Junior,0.34658,0.07137,0.0084,-0.06296,93.70353,-0.02685,-0.10772
2028,Canada,CA,IT support & operations,Technology,Junior,0.51964,0.107,0.01538,-0.09163,90.83717,-0.03059,-0.11943
2029,Canada,CA,IT support & operations,Technology,Junior,0.67388,0.13877,0.02481,-0.11395,88.60459,-0.02458,-0.09302
2030,Canada,CA,IT support & operations,Technology,Junior,0.78002,0.16062,0.03453,-0.1261,87.39038,-0.0137,-0.05059
2026,United Arab Emirates,AE,IT support & operations,Technology,Junior,0.17156,0.0337,0.00346,-0.03024,96.9758,-0.0157,-0.06445
2027,United Arab Emirates,AE,IT support & operations,Technology,Junior,0.31516,0.0619,0.00742,-0.05448,94.55165,-0.025,-0.10101
2028,United Arab Emirates,AE,IT support & operations,Technology,Junior,0.49072,0.09639,0.01456,-0.08183,91.81716,-0.02892,-0.11394
2029,United Arab Emirates,AE,IT support & operations,Technology,Junior,0.64406,0.1265,0.02472,-0.10178,89.82174,-0.02173,-0.08314
2030,United Arab Emirates,AE,IT support & operations,Technology,Junior,0.74334,0.146,0.03524,-0.11077,88.9234,-0.01,-0.03743
2026,Australia,AU,IT support & operations,Technology,Junior,0.18674,0.03525,0.00377,-0.03148,96.85191,-0.0153,-0.06272
2027,Australia,AU,IT support & operations,Technology,Junior,0.32645,0.06162,0.00754,-0.05408,94.59225,-0.02333,-0.09415
2028,Australia,AU,IT support & operations,Technology,Junior,0.49683,0.09378,0.01394,-0.07984,92.0162,-0.02723,-0.10734
2029,Australia,AU,IT support & operations,Technology,Junior,0.65308,0.12328,0.02282,-0.10045,89.95457,-0.02241,-0.0859
2030,Australia,AU,IT support & operations,Technology,Junior,0.7631,0.14404,0.03223,-0.11181,88.81859,-0.01263,-0.04733
2026,Germany,DE,IT support & operations,Technology,Junior,0.18062,0.02729,0.00352,-0.02377,97.6233,-0.01087,-0.0447
2027,Germany,DE,IT support & operations,Technology,Junior,0.30566,0.04619,0.00668,-0.03951,96.04949,-0.01612,-0.06558
2028,Germany,DE,IT support & operations,Technology,Junior,0.46101,0.06966,0.01184,-0.05782,94.21821,-0.01907,-0.0763
2029,Germany,DE,IT support & operations,Technology,Junior,0.61255,0.09256,0.01898,-0.07358,92.64204,-0.01673,-0.06567
2030,Germany,DE,IT support & operations,Technology,Junior,0.72923,0.11019,0.02685,-0.08333,91.66677,-0.01053,-0.04064
2026,Japan,JP,IT support & operations,Technology,Junior,0.16856,0.02363,0.00288,-0.02075,97.9248,-0.00956,-0.03939
2027,Japan,JP,IT support & operations,Technology,Junior,0.28811,0.04039,0.00548,-0.03491,96.50932,-0.01445,-0.05898
2028,Japan,JP,IT support & operations,Technology,Junior,0.44,0.06168,0.0098,-0.05189,94.81144,-0.01759,-0.07075
2029,Japan,JP,IT support & operations,Technology,Junior,0.59189,0.08297,0.01588,-0.06709,93.29052,-0.01604,-0.06337
2030,Japan,JP,IT support & operations,Technology,Junior,0.71144,0.09973,0.02276,-0.07697,92.30277,-0.01059,-0.04116
2026,India,IN,IT support & operations,Technology,Junior,0.12095,0.02732,0.00254,-0.02478,97.52179,-0.01259,-0.0518
2027,India,IN,IT support & operations,Technology,Junior,0.22322,0.05042,0.00528,-0.04514,95.48557,-0.02088,-0.08484
2028,India,IN,IT support & operations,Technology,Junior,0.36,0.08132,0.01025,-0.07107,92.89288,-0.02715,-0.10803
2029,India,IN,IT support & operations,Technology,Junior,0.49678,0.11221,0.01776,-0.09445,90.55497,-0.02517,-0.09741
2030,India,IN,IT support & operations,Technology,Junior,0.59905,0.13531,0.0265,-0.10882,89.11846,-0.01586,-0.05985
2026,France,FR,IT support & operations,Technology,Junior,0.16451,0.02565,0.00307,-0.02258,97.74226,-0.01023,-0.04209
2027,France,FR,IT support & operations,Technology,Junior,0.2785,0.04342,0.00575,-0.03767,96.23292,-0.01544,-0.06289
2028,France,FR,IT support & operations,Technology,Junior,0.42461,0.06619,0.01014,-0.05606,94.39445,-0.0191,-0.0766
2029,France,FR,IT support & operations,Technology,Junior,0.57419,0.08951,0.01634,-0.07317,92.68278,-0.01813,-0.07132
2030,France,FR,IT support & operations,Technology,Junior,0.69594,0.1085,0.02347,-0.08502,91.4979,-0.01278,-0.04937
2026,Brazil,BR,IT support & operations,Technology,Junior,0.09137,0.0183,0.00173,-0.01657,98.3434,-0.00783,-0.03233
2027,Brazil,BR,IT support & operations,Technology,Junior,0.16352,0.03274,0.00333,-0.02942,97.05803,-0.01307,-0.05356
2028,Brazil,BR,IT support & operations,Technology,Junior,0.26903,0.05387,0.00613,-0.04774,95.22625,-0.01887,-0.07632
2029,Brazil,BR,IT support & operations,Technology,Junior,0.39586,0.07927,0.01057,-0.0687,93.12984,-0.02201,-0.08735
2030,Brazil,BR,IT support & operations,Technology,Junior,0.51686,0.1035,0.01649,-0.08702,91.29844,-0.01967,-0.07631
2026,Nigeria,NG,IT support & operations,Technology,Junior,0.0536,0.01324,0.001,-0.01224,98.77576,-0.00559,-0.02315
2027,Nigeria,NG,IT support & operations,Technology,Junior,0.09502,0.02348,0.00186,-0.02162,97.83784,-0.0095,-0.03908
2028,Nigeria,NG,IT support & operations,Technology,Junior,0.1593,0.03936,0.00336,-0.036,96.39968,-0.0147,-0.05992
2029,Nigeria,NG,IT support & operations,Technology,Junior,0.24627,0.06085,0.00581,-0.05504,94.49582,-0.01975,-0.07933
2030,Nigeria,NG,IT support & operations,Technology,Junior,0.34443,0.08511,0.00939,-0.07572,92.42755,-0.02189,-0.08618
2026,United States,US,IT support & operations,Technology,Mid,0.31272,0.02527,0.00887,-0.01639,98.36055,-0.00717,-0.04439
2027,United States,US,IT support & operations,Technology,Mid,0.50443,0.04076,0.0178,-0.02295,97.70454,-0.00667,-0.041
2028,United States,US,IT support & operations,Technology,Mid,0.68352,0.05523,0.03124,-0.02399,97.60122,-0.00106,-0.00646
2029,United States,US,IT support & operations,Technology,Mid,0.80581,0.06511,0.04612,-0.01899,98.101,0.00512,0.03124
2030,United States,US,IT support & operations,Technology,Mid,0.87252,0.0705,0.05791,-0.01259,98.7406,0.00652,0.03998
2026,Singapore,SG,IT support & operations,Technology,Mid,0.2925,0.02447,0.00723,-0.01724,98.27606,-0.00827,-0.05124
2027,Singapore,SG,IT support & operations,Technology,Mid,0.49636,0.04152,0.01545,-0.02607,97.39268,-0.00899,-0.05521
2028,Singapore,SG,IT support & operations,Technology,Mid,0.69263,0.05794,0.02873,-0.02921,97.0791,-0.00322,-0.0196
2029,Singapore,SG,IT support & operations,Technology,Mid,0.82532,0.06904,0.04418,-0.02487,97.5133,0.00447,0.02714
2030,Singapore,SG,IT support & operations,Technology,Mid,0.89503,0.07487,0.05653,-0.01835,98.16521,0.00669,0.04074
2026,United Kingdom,UK,IT support & operations,Technology,Mid,0.22387,0.01646,0.00545,-0.01102,98.89839,-0.00506,-0.03146
2027,United Kingdom,UK,IT support & operations,Technology,Mid,0.38281,0.02815,0.01093,-0.01723,98.27732,-0.00628,-0.03882
2028,United Kingdom,UK,IT support & operations,Technology,Mid,0.56215,0.04134,0.01993,-0.02141,97.85912,-0.00426,-0.02614
2029,United Kingdom,UK,IT support & operations,Technology,Mid,0.71203,0.05237,0.03166,-0.0207,97.9295,0.00072,0.0044
2030,United Kingdom,UK,IT support & operations,Technology,Mid,0.80894,0.05949,0.04304,-0.01646,98.35435,0.00434,0.02655
2026,Canada,CA,IT support & operations,Technology,Mid,0.20074,0.01578,0.00483,-0.01096,98.90447,-0.00507,-0.03151
2027,Canada,CA,IT support & operations,Technology,Mid,0.34658,0.02725,0.0096,-0.01765,98.23541,-0.00676,-0.04182
2028,Canada,CA,IT support & operations,Technology,Mid,0.51964,0.04086,0.01757,-0.02328,97.67157,-0.00574,-0.03524
2029,Canada,CA,IT support & operations,Technology,Mid,0.67388,0.05298,0.02836,-0.02463,97.5373,-0.00137,-0.00839
2030,Canada,CA,IT support & operations,Technology,Mid,0.78002,0.06133,0.03946,-0.02187,97.81296,0.00283,0.01723
2026,United Arab Emirates,AE,IT support & operations,Technology,Mid,0.17156,0.01287,0.00395,-0.00892,99.10828,-0.00446,-0.02778
2027,United Arab Emirates,AE,IT support & operations,Technology,Mid,0.31516,0.02364,0.00848,-0.01516,98.48437,-0.0063,-0.03899
2028,United Arab Emirates,AE,IT support & operations,Technology,Mid,0.49072,0.0368,0.01664,-0.02017,97.98348,-0.00509,-0.03131
2029,United Arab Emirates,AE,IT support & operations,Technology,Mid,0.64406,0.0483,0.02825,-0.02005,97.99516,0.00012,0.00073
2030,United Arab Emirates,AE,IT support & operations,Technology,Mid,0.74334,0.05575,0.04027,-0.01547,98.45255,0.00467,0.02859
2026,Australia,AU,IT support & operations,Technology,Mid,0.18674,0.01346,0.00431,-0.00915,99.08483,-0.00427,-0.02657
2027,Australia,AU,IT support & operations,Technology,Mid,0.32645,0.02353,0.00862,-0.01491,98.50928,-0.00581,-0.03597
2028,Australia,AU,IT support & operations,Technology,Mid,0.49683,0.03581,0.01594,-0.01987,98.01287,-0.00504,-0.03103
2029,Australia,AU,IT support & operations,Technology,Mid,0.65308,0.04707,0.02608,-0.02099,97.9014,-0.00114,-0.00697
2030,Australia,AU,IT support & operations,Technology,Mid,0.7631,0.055,0.03683,-0.01816,98.1836,0.00288,0.01764
2026,Germany,DE,IT support & operations,Technology,Mid,0.18062,0.01042,0.00403,-0.00639,99.36078,-0.00278,-0.01734
2027,Germany,DE,IT support & operations,Technology,Mid,0.30566,0.01763,0.00764,-0.01,99.00005,-0.00363,-0.02255
2028,Germany,DE,IT support & operations,Technology,Mid,0.46101,0.0266,0.01353,-0.01306,98.6936,-0.0031,-0.01915
2029,Germany,DE,IT support & operations,Technology,Mid,0.61255,0.03534,0.02169,-0.01365,98.63486,-0.0006,-0.00367
2030,Germany,DE,IT support & operations,Technology,Mid,0.72923,0.04207,0.03069,-0.01138,98.86197,0.0023,0.01419
2026,Japan,JP,IT support & operations,Technology,Mid,0.16856,0.00902,0.00329,-0.00573,99.42663,-0.00254,-0.0158
2027,Japan,JP,IT support & operations,Technology,Mid,0.28811,0.01542,0.00626,-0.00916,99.08432,-0.00344,-0.02139
2028,Japan,JP,IT support & operations,Technology,Mid,0.44,0.02355,0.01119,-0.01236,98.76438,-0.00323,-0.02
2029,Japan,JP,IT support & operations,Technology,Mid,0.59189,0.03168,0.01815,-0.01353,98.64667,-0.00119,-0.00736
2030,Japan,JP,IT support & operations,Technology,Mid,0.71144,0.03808,0.02601,-0.01207,98.7932,0.00149,0.00916
2026,India,IN,IT support & operations,Technology,Mid,0.12095,0.01043,0.0029,-0.00753,99.24686,-0.00373,-0.0232
2027,India,IN,IT support & operations,Technology,Mid,0.22322,0.01925,0.00603,-0.01322,98.67782,-0.00573,-0.03556
2028,India,IN,IT support & operations,Technology,Mid,0.36,0.03105,0.01171,-0.01934,98.06606,-0.0062,-0.03824
2029,India,IN,IT support & operations,Technology,Mid,0.49678,0.04284,0.0203,-0.02255,97.74547,-0.00327,-0.02004
2030,India,IN,IT support & operations,Technology,Mid,0.59905,0.05167,0.03028,-0.02138,97.86181,0.00119,0.00727
2026,France,FR,IT support & operations,Technology,Mid,0.16451,0.00979,0.00351,-0.00628,99.37154,-0.00274,-0.01704
2027,France,FR,IT support & operations,Technology,Mid,0.2785,0.01658,0.00657,-0.01001,98.99902,-0.00375,-0.02328
2028,France,FR,IT support & operations,Technology,Mid,0.42461,0.02527,0.01159,-0.01369,98.63135,-0.00371,-0.02298
2029,France,FR,IT support & operations,Technology,Mid,0.57419,0.03418,0.01868,-0.0155,98.44989,-0.00184,-0.01134
2030,France,FR,IT support & operations,Technology,Mid,0.69594,0.04143,0.02683,-0.0146,98.54021,0.00092,0.00565
2026,Brazil,BR,IT support & operations,Technology,Mid,0.09137,0.00699,0.00198,-0.00501,99.49913,-0.00232,-0.01447
2027,Brazil,BR,IT support & operations,Technology,Mid,0.16352,0.0125,0.0038,-0.0087,99.12976,-0.00371,-0.02309
2028,Brazil,BR,IT support & operations,Technology,Mid,0.26903,0.02057,0.00701,-0.01356,98.64416,-0.0049,-0.03035
2029,Brazil,BR,IT support & operations,Technology,Mid,0.39586,0.03027,0.01208,-0.01819,98.18116,-0.00469,-0.02894
2030,Brazil,BR,IT support & operations,Technology,Mid,0.51686,0.03952,0.01884,-0.02068,97.93224,-0.00254,-0.01556
2026,Nigeria,NG,IT support & operations,Technology,Mid,0.0536,0.00506,0.00114,-0.00391,99.60879,-0.00177,-0.01103
2027,Nigeria,NG,IT support & operations,Technology,Mid,0.09502,0.00897,0.00212,-0.00684,99.31593,-0.00294,-0.0183
2028,Nigeria,NG,IT support & operations,Technology,Mid,0.1593,0.01503,0.00384,-0.01119,98.88111,-0.00438,-0.02718
2029,Nigeria,NG,IT support & operations,Technology,Mid,0.24627,0.02324,0.00664,-0.01659,98.34071,-0.00547,-0.03377
2030,Nigeria,NG,IT support & operations,Technology,Mid,0.34443,0.0325,0.01073,-0.02177,97.82294,-0.00527,-0.03236
2026,United States,US,IT support & operations,Technology,Senior,0.31272,0.01158,0.00749,-0.00409,99.5906,-0.00141,-0.0128
2027,United States,US,IT support & operations,Technology,Senior,0.50443,0.01868,0.01502,-0.00366,99.63411,0.00044,0.00396
2028,United States,US,IT support & operations,Technology,Senior,0.68352,0.02531,0.02636,0.00105,100.10467,0.00472,0.04278
2029,United States,US,IT support & operations,Technology,Senior,0.80581,0.02984,0.03891,0.00907,100.90717,0.00802,0.07295
2030,United States,US,IT support & operations,Technology,Senior,0.87252,0.03231,0.04886,0.01655,101.6546,0.00741,0.06795
2026,Singapore,SG,IT support & operations,Technology,Senior,0.2925,0.01121,0.0061,-0.00511,99.48851,-0.00218,-0.0198
2027,Singapore,SG,IT support & operations,Technology,Senior,0.49636,0.01903,0.01304,-0.006,99.40046,-0.00089,-0.008
2028,Singapore,SG,IT support & operations,Technology,Senior,0.69263,0.02656,0.02424,-0.00231,99.76871,0.0037,0.03348
2029,Singapore,SG,IT support & operations,Technology,Senior,0.82532,0.03164,0.03727,0.00563,100.56287,0.00796,0.0722
2030,Singapore,SG,IT support & operations,Technology,Senior,0.89503,0.03432,0.04769,0.01338,101.33767,0.0077,0.07044
2026,United Kingdom,UK,IT support & operations,Technology,Senior,0.22387,0.00755,0.0046,-0.00295,99.70507,-0.0012,-0.01091
2027,United Kingdom,UK,IT support & operations,Technology,Senior,0.38281,0.0129,0.00922,-0.00368,99.63157,-0.00074,-0.00668
2028,United Kingdom,UK,IT support & operations,Technology,Senior,0.56215,0.01895,0.01682,-0.00213,99.78704,0.00156,0.01413
2029,United Kingdom,UK,IT support & operations,Technology,Senior,0.71203,0.024,0.02671,0.00271,100.27126,0.00485,0.04402
2030,United Kingdom,UK,IT support & operations,Technology,Senior,0.80894,0.02727,0.03631,0.00904,100.90442,0.00631,0.05756
2026,Canada,CA,IT support & operations,Technology,Senior,0.20074,0.00723,0.00407,-0.00316,99.68396,-0.00135,-0.01221
2027,Canada,CA,IT support & operations,Technology,Senior,0.34658,0.01249,0.0081,-0.00439,99.56137,-0.00123,-0.01114
2028,Canada,CA,IT support & operations,Technology,Senior,0.51964,0.01873,0.01483,-0.0039,99.61004,0.00049,0.00442
2029,Canada,CA,IT support & operations,Technology,Senior,0.67388,0.02428,0.02393,-0.00036,99.96416,0.00356,0.03219
2030,Canada,CA,IT support & operations,Technology,Senior,0.78002,0.02811,0.03329,0.00518,100.51838,0.00554,0.05038
2026,United Arab Emirates,AE,IT support & operations,Technology,Senior,0.17156,0.0059,0.00333,-0.00256,99.7435,-0.00119,-0.01083
2027,United Arab Emirates,AE,IT support & operations,Technology,Senior,0.31516,0.01083,0.00715,-0.00368,99.63215,-0.00112,-0.01012
2028,United Arab Emirates,AE,IT support & operations,Technology,Senior,0.49072,0.01687,0.01404,-0.00283,99.71696,0.00085,0.00771
2029,United Arab Emirates,AE,IT support & operations,Technology,Senior,0.64406,0.02214,0.02384,0.0017,100.17004,0.00454,0.04119
2030,United Arab Emirates,AE,IT support & operations,Technology,Senior,0.74334,0.02555,0.03398,0.00843,100.84293,0.00672,0.06117
2026,Australia,AU,IT support & operations,Technology,Senior,0.18674,0.00617,0.00363,-0.00253,99.74655,-0.00108,-0.00983
2027,Australia,AU,IT support & operations,Technology,Senior,0.32645,0.01078,0.00727,-0.00351,99.64901,-0.00098,-0.00887
2028,Australia,AU,IT support & operations,Technology,Senior,0.49683,0.01641,0.01345,-0.00297,99.70345,0.00055,0.00495
2029,Australia,AU,IT support & operations,Technology,Senior,0.65308,0.02157,0.02201,0.00043,100.04345,0.00341,0.03091
2030,Australia,AU,IT support & operations,Technology,Senior,0.7631,0.02521,0.03108,0.00587,100.58716,0.00543,0.04943
2026,Germany,DE,IT support & operations,Technology,Senior,0.18062,0.00478,0.0034,-0.00138,99.86228,-0.00051,-0.00461
2027,Germany,DE,IT support & operations,Technology,Senior,0.30566,0.00808,0.00644,-0.00164,99.83596,-0.00026,-0.00239
2028,Germany,DE,IT support & operations,Technology,Senior,0.46101,0.01219,0.01142,-0.00077,99.92283,0.00087,0.0079
2029,Germany,DE,IT support & operations,Technology,Senior,0.61255,0.0162,0.0183,0.0021,100.21023,0.00288,0.02613
2030,Germany,DE,IT support & operations,Technology,Senior,0.72923,0.01928,0.0259,0.00661,100.66129,0.0045,0.04101
2026,Japan,JP,IT support & operations,Technology,Senior,0.16856,0.00414,0.00277,-0.00136,99.86395,-0.00053,-0.00484
2027,Japan,JP,IT support & operations,Technology,Senior,0.28811,0.00707,0.00529,-0.00178,99.82174,-0.00042,-0.00384
2028,Japan,JP,IT support & operations,Technology,Senior,0.44,0.01079,0.00945,-0.00135,99.86513,0.00043,0.00394
2029,Japan,JP,IT support & operations,Technology,Senior,0.59189,0.01452,0.01531,0.00079,100.07917,0.00214,0.01946
2030,Japan,JP,IT support & operations,Technology,Senior,0.71144,0.01745,0.02195,0.00449,100.44942,0.0037,0.03366
2026,India,IN,IT support & operations,Technology,Senior,0.12095,0.00478,0.00245,-0.00233,99.76657,-0.0011,-0.01002
2027,India,IN,IT support & operations,Technology,Senior,0.22322,0.00882,0.00509,-0.00374,99.62639,-0.00141,-0.01274
2028,India,IN,IT support & operations,Technology,Senior,0.36,0.01423,0.00988,-0.00435,99.56488,-0.00062,-0.00559
2029,India,IN,IT support & operations,Technology,Senior,0.49678,0.01964,0.01713,-0.00251,99.74905,0.00185,0.01674
2030,India,IN,IT support & operations,Technology,Senior,0.59905,0.02368,0.02555,0.00187,100.18716,0.00439,0.03983
2026,France,FR,IT support & operations,Technology,Senior,0.16451,0.00449,0.00296,-0.00153,99.84715,-0.0006,-0.00541
2027,France,FR,IT support & operations,Technology,Senior,0.2785,0.0076,0.00554,-0.00206,99.79435,-0.00053,-0.0048
2028,France,FR,IT support & operations,Technology,Senior,0.42461,0.01158,0.00978,-0.00181,99.81932,0.00025,0.00227
2029,France,FR,IT support & operations,Technology,Senior,0.57419,0.01567,0.01576,0.00009,100.00939,0.0019,0.01728
2030,France,FR,IT support & operations,Technology,Senior,0.69594,0.01899,0.02264,0.00365,100.36491,0.00355,0.03232
2026,Brazil,BR,IT support & operations,Technology,Senior,0.09137,0.0032,0.00167,-0.00153,99.84663,-0.00069,-0.00624
2027,Brazil,BR,IT support & operations,Technology,Senior,0.16352,0.00573,0.00321,-0.00252,99.74761,-0.00099,-0.009
2028,Brazil,BR,IT support & operations,Technology,Senior,0.26903,0.00943,0.00592,-0.00351,99.64878,-0.00099,-0.00898
2029,Brazil,BR,IT support & operations,Technology,Senior,0.39586,0.01387,0.01019,-0.00368,99.63189,-0.00017,-0.00154
2030,Brazil,BR,IT support & operations,Technology,Senior,0.51686,0.01811,0.0159,-0.00222,99.77845,0.00147,0.01332
2026,Nigeria,NG,IT support & operations,Technology,Senior,0.0536,0.00232,0.00097,-0.00135,99.86482,-0.0006,-0.00547
2027,Nigeria,NG,IT support & operations,Technology,Senior,0.09502,0.00411,0.00179,-0.00232,99.76835,-0.00097,-0.00877
2028,Nigeria,NG,IT support & operations,Technology,Senior,0.1593,0.00689,0.00324,-0.00365,99.63521,-0.00133,-0.0121
2029,Nigeria,NG,IT support & operations,Technology,Senior,0.24627,0.01065,0.0056,-0.00505,99.4955,-0.0014,-0.0127
2030,Nigeria,NG,IT support & operations,Technology,Senior,0.34443,0.01489,0.00905,-0.00584,99.41557,-0.0008,-0.00727
2026,United States,US,IT support & operations,Technology,Lead / Executive,0.31272,0.00572,0.00575,0.00003,100.00324,0.00041,0.0059
2027,United States,US,IT support & operations,Technology,Lead / Executive,0.50443,0.00922,0.01153,0.00231,100.23129,0.00228,0.03258
2028,United States,US,IT support & operations,Technology,Lead / Executive,0.68352,0.01249,0.02024,0.00774,100.77438,0.00542,0.07758
2029,United States,US,IT support & operations,Technology,Lead / Executive,0.80581,0.01473,0.02987,0.01515,101.5146,0.00735,0.10575
2030,United States,US,IT support & operations,Technology,Lead / Executive,0.87252,0.01595,0.03751,0.02156,102.15613,0.00632,0.09165
2026,Singapore,SG,IT support & operations,Technology,Lead / Executive,0.2925,0.00553,0.00468,-0.00085,99.91482,-0.00013,-0.00181
